Soil Type,Soil depth(cm),ph,Bulk density Gm/cc,Ec (dsm-1),Organic carbon (%),Soil moisture retention  (%),Available water capacity(m/m), Infiltration rate cm/hr, Clay %, Crops to be taken
Deep black soil,65,8.4,1.4,1.7,0.4,37,0.26,1.7,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,66,7.9,1.4,1.7,0.4,37,0.26,1.7,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,67,8,1.4,1.7,0.4,37,0.26,1.7,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,68,8.1,1.4,1.7,0.4,37,0.26,1.7,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,69,8.2,1.4,1.7,0.4,37,0.26,1.7,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,70,8.3,1.4,1.7,0.4,37,0.26,1.7,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,71,8.4,1.4,1.7,0.4,37,0.26,1.7,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,72,7.9,1.4,1.7,0.4,37,0.26,1.7,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,73,8,1.4,1.7,0.4,37,0.26,1.7,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,74,8.1,1.4,1.7,0.4,37,0.26,1.7,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,75,8.2,1.4,1.7,0.4,37,0.26,1.7,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,76,8.3,1.4,1.7,0.4,37,0.26,1.7,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,77,8.4,1.4,1.7,0.4,37,0.26,1.7,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,78,7.9,1.4,1.7,0.4,37,0.26,1.7,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,79,8,1.4,1.7,0.4,37,0.26,1.7,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,80,8.1,1.4,1.7,0.4,37,0.26,1.7,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,81,8.2,1.4,1.7,0.4,37,0.26,1.7,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,82,8.3,1.4,1.7,0.4,37,0.26,1.7,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,83,8.4,1.4,1.7,0.4,37,0.26,1.7,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,84,7.9,1.4,1.7,0.4,37,0.26,1.7,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,85,8,1.4,1.7,0.4,37,0.26,1.7,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,86,8.1,1.4,1.7,0.4,37,0.26,1.7,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,87,8.2,1.4,1.7,0.4,37,0.26,1.7,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,88,8.3,1.4,1.7,0.4,37,0.26,1.7,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,89,8.4,1.4,1.7,0.4,37,0.26,1.7,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,90,7.9,1.4,1.7,0.4,37,0.26,1.7,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,60,7.9,1.4,1.7,0.4,37,0.26,1.8,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,61,8,1.4,1.7,0.4,37,0.26,1.8,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,62,8.1,1.4,1.7,0.4,37,0.26,1.8,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,63,8.2,1.4,1.7,0.4,37,0.26,1.8,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,64,8.3,1.4,1.7,0.4,37,0.26,1.8,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,65,8.4,1.4,1.7,0.4,37,0.26,1.8,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,66,7.9,1.4,1.7,0.4,37,0.26,1.8,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,67,8,1.4,1.7,0.4,37,0.26,1.8,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,68,8.1,1.4,1.7,0.4,37,0.26,1.8,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,69,8.2,1.4,1.7,0.4,37,0.26,1.8,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,70,8.3,1.4,1.7,0.4,37,0.26,1.8,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,71,8.4,1.4,1.7,0.4,37,0.26,1.8,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,72,7.9,1.4,1.7,0.4,37,0.26,1.8,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,73,8,1.4,1.7,0.4,37,0.26,1.8,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,74,8.1,1.4,1.7,0.4,37,0.26,1.8,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,75,8.2,1.4,1.7,0.4,37,0.26,1.8,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,76,8.3,1.4,1.7,0.4,37,0.26,1.8,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,77,8.4,1.4,1.7,0.4,37,0.26,1.8,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,78,7.9,1.4,1.7,0.4,37,0.26,1.8,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,79,8,1.4,1.7,0.4,37,0.26,1.8,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,80,8.1,1.4,1.7,0.4,37,0.26,1.8,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,81,8.2,1.4,1.7,0.4,37,0.26,1.8,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,82,8.3,1.4,1.7,0.4,37,0.26,1.8,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,83,8.4,1.4,1.7,0.4,37,0.26,1.8,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,84,7.9,1.4,1.7,0.4,37,0.26,1.8,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,85,8,1.4,1.7,0.4,37,0.26,1.8,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,86,8.1,1.4,1.7,0.4,37,0.26,1.8,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,87,8.2,1.4,1.7,0.4,37,0.26,1.8,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,88,8.3,1.4,1.7,0.4,37,0.26,1.8,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,89,8.4,1.4,1.7,0.4,37,0.26,1.8,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,90,7.9,1.4,1.7,0.4,37,0.26,1.8,46,Cotton Sugarcane Pigeonpea Sorghum
Deep black soil,90,7.6,1.5,1.9,0.3,35,0.26,1.1,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,91,7.7,1.5,1.9,0.3,35,0.26,1.1,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,92,7.8,1.5,1.9,0.3,35,0.26,1.1,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,93,7.9,1.5,1.9,0.3,35,0.26,1.1,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,94,8,1.5,1.9,0.3,35,0.26,1.1,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,95,8.1,1.5,1.9,0.3,35,0.26,1.1,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,96,7.6,1.5,1.9,0.3,35,0.26,1.1,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,97,7.7,1.5,1.9,0.3,35,0.26,1.1,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,98,7.8,1.5,1.9,0.3,35,0.26,1.1,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,99,7.9,1.5,1.9,0.3,35,0.26,1.1,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,100,8,1.5,1.9,0.3,35,0.26,1.1,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,101,8.1,1.5,1.9,0.3,35,0.26,1.1,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,102,7.6,1.5,1.9,0.3,35,0.26,1.1,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,103,7.7,1.5,1.9,0.3,35,0.26,1.1,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,104,7.8,1.5,1.9,0.3,35,0.26,1.1,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,105,7.9,1.5,1.9,0.3,35,0.26,1.1,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,106,8,1.5,1.9,0.3,35,0.26,1.1,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,107,8.1,1.5,1.9,0.3,35,0.26,1.1,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,108,7.6,1.5,1.9,0.3,35,0.26,1.1,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,109,7.7,1.5,1.9,0.3,35,0.26,1.1,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,110,7.8,1.5,1.9,0.3,35,0.26,1.1,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,111,7.9,1.5,1.9,0.3,35,0.26,1.1,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,112,8,1.5,1.9,0.3,35,0.26,1.1,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,113,8.1,1.5,1.9,0.3,35,0.26,1.1,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,114,7.6,1.5,1.9,0.3,35,0.26,1.1,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,115,7.7,1.5,1.9,0.3,35,0.26,1.1,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,116,7.8,1.5,1.9,0.3,35,0.26,1.1,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,117,7.9,1.5,1.9,0.3,35,0.26,1.1,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,118,8,1.5,1.9,0.3,35,0.26,1.1,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,119,8.1,1.5,1.9,0.3,35,0.26,1.1,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,120,7.6,1.5,1.9,0.3,35,0.26,1.1,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,90,7.6,1.5,1.9,0.3,35,0.26,1.2,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,91,7.7,1.5,1.9,0.3,35,0.26,1.2,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,92,7.8,1.5,1.9,0.3,35,0.26,1.2,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,93,7.9,1.5,1.9,0.3,35,0.26,1.2,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,94,8,1.5,1.9,0.3,35,0.26,1.2,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,95,8.1,1.5,1.9,0.3,35,0.26,1.2,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,96,7.6,1.5,1.9,0.3,35,0.26,1.2,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,97,7.7,1.5,1.9,0.3,35,0.26,1.2,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,98,7.8,1.5,1.9,0.3,35,0.26,1.2,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,99,7.9,1.5,1.9,0.3,35,0.26,1.2,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,100,8,1.5,1.9,0.3,35,0.26,1.2,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,101,8.1,1.5,1.9,0.3,35,0.26,1.2,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,102,7.6,1.5,1.9,0.3,35,0.26,1.2,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,103,7.7,1.5,1.9,0.3,35,0.26,1.2,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,104,7.8,1.5,1.9,0.3,35,0.26,1.2,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,105,7.9,1.5,1.9,0.3,35,0.26,1.2,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,106,8,1.5,1.9,0.3,35,0.26,1.2,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,107,8.1,1.5,1.9,0.3,35,0.26,1.2,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,108,7.6,1.5,1.9,0.3,35,0.26,1.2,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,109,7.7,1.5,1.9,0.3,35,0.26,1.2,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,110,7.8,1.5,1.9,0.3,35,0.26,1.2,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,111,7.9,1.5,1.9,0.3,35,0.26,1.2,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,112,8,1.5,1.9,0.3,35,0.26,1.2,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,113,8.1,1.5,1.9,0.3,35,0.26,1.2,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,114,7.6,1.5,1.9,0.3,35,0.26,1.2,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,115,7.7,1.5,1.9,0.3,35,0.26,1.2,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,116,7.8,1.5,1.9,0.3,35,0.26,1.2,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,117,7.9,1.5,1.9,0.3,35,0.26,1.2,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,118,8,1.5,1.9,0.3,35,0.26,1.2,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,119,8.1,1.5,1.9,0.3,35,0.26,1.2,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,120,7.6,1.5,1.9,0.3,35,0.26,1.2,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,90,7.6,1.5,1.9,0.3,35,0.26,1.3,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,91,7.7,1.5,1.9,0.3,35,0.26,1.3,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,92,7.8,1.5,1.9,0.3,35,0.26,1.3,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,93,7.9,1.5,1.9,0.3,35,0.26,1.3,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,94,8,1.5,1.9,0.3,35,0.26,1.3,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,95,8.1,1.5,1.9,0.3,35,0.26,1.3,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,96,7.6,1.5,1.9,0.3,35,0.26,1.3,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,97,7.7,1.5,1.9,0.3,35,0.26,1.3,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,98,7.8,1.5,1.9,0.3,35,0.26,1.3,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,99,7.9,1.5,1.9,0.3,35,0.26,1.3,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,100,8,1.5,1.9,0.3,35,0.26,1.3,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,101,8.1,1.5,1.9,0.3,35,0.26,1.3,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,102,7.6,1.5,1.9,0.3,35,0.26,1.3,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,103,7.7,1.5,1.9,0.3,35,0.26,1.3,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,104,7.8,1.5,1.9,0.3,35,0.26,1.3,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,105,7.9,1.5,1.9,0.3,35,0.26,1.3,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,106,8,1.5,1.9,0.3,35,0.26,1.3,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,107,8.1,1.5,1.9,0.3,35,0.26,1.3,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,108,7.6,1.5,1.9,0.3,35,0.26,1.3,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,109,7.7,1.5,1.9,0.3,35,0.26,1.3,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,110,7.8,1.5,1.9,0.3,35,0.26,1.3,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,111,7.9,1.5,1.9,0.3,35,0.26,1.3,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,112,8,1.5,1.9,0.3,35,0.26,1.3,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,113,8.1,1.5,1.9,0.3,35,0.26,1.3,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,114,7.6,1.5,1.9,0.3,35,0.26,1.3,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,115,7.7,1.5,1.9,0.3,35,0.26,1.3,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,116,7.8,1.5,1.9,0.3,35,0.26,1.3,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,117,7.9,1.5,1.9,0.3,35,0.26,1.3,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,118,8,1.5,1.9,0.3,35,0.26,1.3,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,119,8.1,1.5,1.9,0.3,35,0.26,1.3,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,120,7.6,1.5,1.9,0.3,35,0.26,1.3,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,90,7.6,1.5,1.9,0.3,35,0.26,1.4,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,91,7.7,1.5,1.9,0.3,35,0.26,1.4,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,92,7.8,1.5,1.9,0.3,35,0.26,1.4,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,93,7.9,1.5,1.9,0.3,35,0.26,1.4,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,94,8,1.5,1.9,0.3,35,0.26,1.4,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,95,8.1,1.5,1.9,0.3,35,0.26,1.4,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,96,7.6,1.5,1.9,0.3,35,0.26,1.4,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,97,7.7,1.5,1.9,0.3,35,0.26,1.4,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,98,7.8,1.5,1.9,0.3,35,0.26,1.4,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,99,7.9,1.5,1.9,0.3,35,0.26,1.4,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,100,8,1.5,1.9,0.3,35,0.26,1.4,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,101,8.1,1.5,1.9,0.3,35,0.26,1.4,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,102,7.6,1.5,1.9,0.3,35,0.26,1.4,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,103,7.7,1.5,1.9,0.3,35,0.26,1.4,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,104,7.8,1.5,1.9,0.3,35,0.26,1.4,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,105,7.9,1.5,1.9,0.3,35,0.26,1.4,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,106,8,1.5,1.9,0.3,35,0.26,1.4,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,107,8.1,1.5,1.9,0.3,35,0.26,1.4,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,108,7.6,1.5,1.9,0.3,35,0.26,1.4,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,109,7.7,1.5,1.9,0.3,35,0.26,1.4,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,110,7.8,1.5,1.9,0.3,35,0.26,1.4,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,111,7.9,1.5,1.9,0.3,35,0.26,1.4,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,112,8,1.5,1.9,0.3,35,0.26,1.4,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,113,8.1,1.5,1.9,0.3,35,0.26,1.4,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,114,7.6,1.5,1.9,0.3,35,0.26,1.4,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,115,7.7,1.5,1.9,0.3,35,0.26,1.4,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,116,7.8,1.5,1.9,0.3,35,0.26,1.4,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,117,7.9,1.5,1.9,0.3,35,0.26,1.4,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,118,8,1.5,1.9,0.3,35,0.26,1.4,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,119,8.1,1.5,1.9,0.3,35,0.26,1.4,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,120,7.6,1.5,1.9,0.3,35,0.26,1.4,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,90,7.6,1.5,1.9,0.3,35,0.26,1.5,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,91,7.7,1.5,1.9,0.3,35,0.26,1.5,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,92,7.8,1.5,1.9,0.3,35,0.26,1.5,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,93,7.9,1.5,1.9,0.3,35,0.26,1.5,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,94,8,1.5,1.9,0.3,35,0.26,1.5,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,95,8.1,1.5,1.9,0.3,35,0.26,1.5,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,96,7.6,1.5,1.9,0.3,35,0.26,1.5,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,97,7.7,1.5,1.9,0.3,35,0.26,1.5,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,98,7.8,1.5,1.9,0.3,35,0.26,1.5,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,99,7.9,1.5,1.9,0.3,35,0.26,1.5,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,100,8,1.5,1.9,0.3,35,0.26,1.5,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,101,8.1,1.5,1.9,0.3,35,0.26,1.5,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,102,7.6,1.5,1.9,0.3,35,0.26,1.5,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,103,7.7,1.5,1.9,0.3,35,0.26,1.5,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,104,7.8,1.5,1.9,0.3,35,0.26,1.5,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,105,7.9,1.5,1.9,0.3,35,0.26,1.5,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,106,8,1.5,1.9,0.3,35,0.26,1.5,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,107,8.1,1.5,1.9,0.3,35,0.26,1.5,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,108,7.6,1.5,1.9,0.3,35,0.26,1.5,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,109,7.7,1.5,1.9,0.3,35,0.26,1.5,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,110,7.8,1.5,1.9,0.3,35,0.26,1.5,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,111,7.9,1.5,1.9,0.3,35,0.26,1.5,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,112,8,1.5,1.9,0.3,35,0.26,1.5,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,113,8.1,1.5,1.9,0.3,35,0.26,1.5,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,114,7.6,1.5,1.9,0.3,35,0.26,1.5,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,115,7.7,1.5,1.9,0.3,35,0.26,1.5,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,116,7.8,1.5,1.9,0.3,35,0.26,1.5,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,117,7.9,1.5,1.9,0.3,35,0.26,1.5,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,118,8,1.5,1.9,0.3,35,0.26,1.5,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,119,8.1,1.5,1.9,0.3,35,0.26,1.5,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,120,7.6,1.5,1.9,0.3,35,0.26,1.5,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,90,7.6,1.5,1.9,0.3,35,0.26,1.6,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,91,7.7,1.5,1.9,0.3,35,0.26,1.6,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,92,7.8,1.5,1.9,0.3,35,0.26,1.6,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,93,7.9,1.5,1.9,0.3,35,0.26,1.6,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,94,8,1.5,1.9,0.3,35,0.26,1.6,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,95,8.1,1.5,1.9,0.3,35,0.26,1.6,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,96,7.6,1.5,1.9,0.3,35,0.26,1.6,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,97,7.7,1.5,1.9,0.3,35,0.26,1.6,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,98,7.8,1.5,1.9,0.3,35,0.26,1.6,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,99,7.9,1.5,1.9,0.3,35,0.26,1.6,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,100,8,1.5,1.9,0.3,35,0.26,1.6,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,101,8.1,1.5,1.9,0.3,35,0.26,1.6,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,102,7.6,1.5,1.9,0.3,35,0.26,1.6,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,103,7.7,1.5,1.9,0.3,35,0.26,1.6,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,104,7.8,1.5,1.9,0.3,35,0.26,1.6,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,105,7.9,1.5,1.9,0.3,35,0.26,1.6,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,106,8,1.5,1.9,0.3,35,0.26,1.6,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,107,8.1,1.5,1.9,0.3,35,0.26,1.6,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,108,7.6,1.5,1.9,0.3,35,0.26,1.6,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,109,7.7,1.5,1.9,0.3,35,0.26,1.6,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,110,7.8,1.5,1.9,0.3,35,0.26,1.6,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,111,7.9,1.5,1.9,0.3,35,0.26,1.6,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,112,8,1.5,1.9,0.3,35,0.26,1.6,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,113,8.1,1.5,1.9,0.3,35,0.26,1.6,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,114,7.6,1.5,1.9,0.3,35,0.26,1.6,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,115,7.7,1.5,1.9,0.3,35,0.26,1.6,44,Cotton Jowar Pigeonpea Blackgram
Deep black soil,116,7.8,1.5,1.9,0.3,35,0.26,1.6,44,Cotton Jowar Pigeonpea Blackgram
